City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
392,Betare Oya,CM,67.78,light rain,5.6,14.0833,Auberge Tembina Betaré Oya
393,Pochutla,MX,87.82,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
395,Coruripe,BR,72.54,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
396,Megali Panayia,GR,71.33,clear sky,40.45,23.6833,Agramada
397,Yarmouth,US,75.97,scattered clouds,41.7057,-70.2286,Blue Rock Resort
398,Heihe,CN,82.98,broken clouds,50.2441,127.4902,Hotel Strannik
399,Waingapu,ID,78.42,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
400,Sinnamary,GF,79.72,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
401,Tezu,IN,79.25,overcast clouds,27.9167,96.1667,Circuit House
402,Tuy Hoa,VN,82.4,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
403,Anori,BR,78.35,broken clouds,-3.7728,-61.6442,Novo Hotel 05 Irmaos
404,Abu Kamal,SY,85.64,clear sky,34.4506,40.9171,محطة التلفاز
405,Anadyr,RU,57.7,clear sky,64.75,177.4833,"Гостиница ""Анадырь"""
406,Port Blair,IN,81.12,light rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
407,Nuevo Progreso,MX,91.6,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
408,Amuntai,ID,74.53,overcast clouds,-2.4177,115.2494,Hotel Balqis
410,Shaunavon,CA,87.58,clear sky,49.6501,-108.4181,Bear's Den Lodge
411,San Luis,AR,54.86,overcast clouds,-33.295,-66.3356,Huarpes Hotel
412,Korampallam,IN,81.27,overcast clouds,8.7667,78.1,Regency Tuticorin by GRT Hotels
413,Daru,PG,79.92,broken clouds,-9.0763,143.2092,Daru Lodge
415,Damaturu,NG,79.18,light rain,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
416,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
417,Haines Junction,CA,71.55,overcast clouds,60.7522,-137.5108,Parkside Inn
418,Gorontalo,ID,79.99,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
420,Shigony,RU,64.4,moderate rain,53.3875,48.6777,Baza Otdykha Zarya
421,Ketchikan,US,56.23,light rain,55.3422,-131.6461,Snows Cove Lodge
422,Yarada,IN,77.32,drizzle,17.65,83.2667,Jeevan
423,Labytnangi,RU,54.03,scattered clouds,66.6572,66.4183,Priuralye Hotel
424,Zarya,RU,60.94,broken clouds,55.7553,38.0958,Hotel Dali
425,Bulawayo,ZW,51.17,clear sky,-20.15,28.5833,4 On Housman Backpackers
426,Deputatskiy,RU,53.08,overcast clouds,69.3,139.9,Baza Otdykha
427,Townsville,AU,68.88,few clouds,-19.25,146.8,Rydges Southbank Townsville
428,Kamaishi,JP,77.95,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
429,Saint-Francois,FR,59.41,clear sky,46.4154,3.9054,Manoir Du Bonheur
431,Zhytomyr,UA,58.95,broken clouds,50.2649,28.6767,Reikartz
432,Venkatagiri,IN,80.94,overcast clouds,13.9667,79.5833,Akhilesh house
433,Beringovskiy,RU,54.48,broken clouds,63.05,179.3167,Beringgorski
434,Kostalexis,GR,78.39,few clouds,38.8579,22.3646,Πλατεία Σκυλοχωριου
435,Bud,US,79.7,broken clouds,39.446999999999996,-86.1758,Ted McQuinn Trust
438,Terrasini,IT,78.22,clear sky,38.146,13.0844,Florio Park Hotel
440,Clifton,US,78.82,few clouds,40.8584,-74.1638,La Quinta Inn & Suites by Wyndham Clifton/Rutherford
441,Namatanai,PG,83.14,light rain,-3.6667,152.4333,Seagulls Inn Namatani
442,Kimbe,PG,85.73,light rain,-5.5502,150.1429,Kimbe Bay Hotel
443,Sala Consilina,IT,71.1,clear sky,40.3912,15.5989,Hotel la Marchesina
444,Praxedis Guerrero,MX,93.81,clear sky,31.3667,-106.0167,Iglesia Bautista Dios con Nosotros
445,Manakara,MG,62.98,clear sky,-22.1333,48.0167,La Residence Manakara
446,Singkang,MY,76.89,broken clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
447,Quanzhou,CN,84.15,broken clouds,24.9139,118.5858,Quanzhou Nice Youth Hostel
448,Vila Velha,BR,66.15,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
449,Kaeo,NZ,64.33,broken clouds,-35.1,173.7833,Bushido Lodge
453,America Dourada,BR,64.63,few clouds,-11.4553,-41.4361,Pousada do Ninho
455,Botwood,CA,56.89,broken clouds,49.1499,-55.3482,Exploits Hostel
457,Ullapool,GB,60.76,few clouds,57.8987,-5.1604,Argyll Hotel
458,Batticaloa,LK,81.68,overcast clouds,7.7102,81.6924,Grand Star Guest House
459,Bungu,TZ,67.91,light rain,-7.6337,39.0582,JaJa Lodge
460,Columbus,US,74.05,clear sky,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
461,Limoncito,BO,70.16,overcast clouds,-18.0167,-63.4,Tom´s Hauss
462,Nang Rong,TH,77.41,overcast clouds,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
463,Taloda,IN,79.23,overcast clouds,21.5667,74.2167,பக்ருதீன் அலி
464,Luanda,AO,68.0,few clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
466,Yatou,CN,80.65,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
467,Oistins,BB,82.49,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
469,Urumqi,CN,79.75,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
470,Tahoua,NE,86.49,broken clouds,14.8888,5.2692,Bungalows Guesthouse
471,Krasnozerskoye,RU,60.82,clear sky,53.9828,79.2374,Hotel Tsentralniy
472,Limon,CR,80.94,broken clouds,10.0,-83.0333,Hotel Playa Bonita
473,Vanimo,PG,80.22,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
474,Ankang,CN,77.67,overcast clouds,32.68,109.0172,安琪酒店
476,Muyezerskiy,RU,51.94,light rain,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
478,Shimoda,JP,84.11,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
479,Xichang,CN,66.88,moderate rain,27.8964,102.2634,Xichang ibis Hotel
481,Bowen,AU,61.02,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
482,Jijiga,ET,61.52,overcast clouds,9.35,42.8,RAMAAS HOTEL
483,Broome,US,71.1,scattered clouds,42.2506,-75.833,Chenango Valley State Park
484,San Pedro,PH,80.15,heavy intensity rain,14.35,121.0167,Villa Veronica Resort Private Pool
485,Presidencia Roque Saenz Pena,AR,57.29,clear sky,-26.7852,-60.4388,Hotel Gualok
487,Kirakira,SB,83.25,few clouds,-10.4544,161.9205,SanBiz Lodge
488,Katobu,ID,75.88,broken clouds,-4.9408,122.5276,La Ode Husein
489,Porto Velho,BR,78.85,clear sky,-8.7619,-63.9039,Hotel Central
492,Sayansk,RU,62.98,clear sky,54.1088,102.1648,Yubileynaya
493,Naze,JP,79.72,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
494,Samdari,IN,82.87,few clouds,25.8167,72.5833,Karnoba Ki Dhani
495,Palu,ID,75.74,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
497,Yuxia,CN,75.81,clear sky,34.0615,108.6291,Shanchengxuan Hotel
498,Atasu,KZ,64.51,clear sky,48.6814,71.6433,Dostyk
499,Bettiah,IN,81.64,overcast clouds,26.8,84.5,Bhola Clarks Inn
500,Chino Valley,US,86.5,broken clouds,34.7575,-112.4538,Primrose Inn & Suites
501,Manono,CD,72.57,clear sky,-7.3,27.4167,Hotel hewa bora
502,Guerrero Negro,MX,74.21,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
503,Vila Franca Do Campo,PT,68.41,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
504,Mansehra,PK,67.78,broken clouds,34.3333,73.2,Aashiana Hotel Manshera
505,Miyako,JP,75.34,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
506,Reims,FR,63.34,clear sky,49.1667,4.0833,Château de Rilly
507,Bambous Virieux,MU,68.25,light rain,-20.3428,57.7575,Casa Tia Villa
508,Norman Wells,CA,84.24,broken clouds,65.282,-126.8329,Heritage Hotel
509,Arlit,NE,94.73,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
510,Puerto Colombia,CO,84.29,few clouds,10.9878,-74.9547,Hotel El Emigrante
511,Ingham,US,71.55,clear sky,42.6,-84.3833,Sunset Place
512,Balabac,PH,84.0,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
513,Raseiniai,LT,52.25,clear sky,55.3736,23.1217,Guest House Ghost
514,Ilhabela,BR,60.75,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
515,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,Beau Site
516,Tecoanapa,MX,86.4,few clouds,16.5167,-98.75,Hotel Manglares
517,Port Shepstone,ZA,54.18,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
518,Puerto Quijarro,BO,70.84,clear sky,-17.7833,-57.7667,Hotel palance
519,Channel-Port Aux Basques,CA,62.17,broken clouds,47.5702,-59.1367,St. Christopher's Hotel
520,Cabreuva,BR,64.67,few clouds,-23.3075,-47.1328,Unahy Cabreúva
521,Turayf,SA,77.25,clear sky,31.6725,38.6637,Turaif
522,Nishihara,JP,81.68,light intensity shower rain,26.1842,127.7558,Minshuku Agaihama
523,Asbury Park,US,80.29,clear sky,40.2204,-74.0121,The Empress Hotel
524,Ballina,AU,57.78,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
525,Ginir,ET,57.4,broken clouds,7.1333,40.7,Sura Dare Village
526,Hvolsvollur,IS,53.82,overcast clouds,63.7533,-20.2243,Hotel Rangá
527,Asau,RO,61.72,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
528,Waipawa,NZ,54.45,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
529,Sistranda,NO,54.9,overcast clouds,63.7256,8.834,Hotell Frøya
530,Nouadhibou,MR,67.98,clear sky,20.930999999999997,-17.0347,El Medina
531,Karabuk,TR,67.24,few clouds,41.2049,32.6277,Elit Uzungol Hotel
532,Arya,PK,78.24,broken clouds,33.6,73.0667,Gulzar Travel & Tours
533,San Cristobal,VE,65.1,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
534,Tacoronte,ES,67.26,overcast clouds,28.4769,-16.4102,Casa Laurel
535,Trelew,AR,53.67,overcast clouds,-43.248999999999995,-65.3051,Hotel Touring Club
536,Sayula,MX,75.02,overcast clouds,19.8667,-103.6167,Gran Casa Sayula Hotel Galeria And Spa
538,Astolfo Dutra,BR,62.67,overcast clouds,-21.3153,-42.8622,Sítio do Ipê
539,Grandview,US,86.65,scattered clouds,38.8858,-94.53299999999999,Holiday Inn Express & Suites Kansas City-Grandview
541,Anchorage,US,63.75,light intensity drizzle,61.2181,-149.9003,Hotel Captain Cook
542,Zaozerne,UA,73.94,broken clouds,45.1582,33.2787,"Molodozhnyy Lager' ""Pioner"""
544,Shimanovsk,RU,81.86,broken clouds,52.0,127.7,Гостиница Домашняя
545,Sovetskoye,RU,62.71,scattered clouds,52.2861,85.4131,"Gostinitsa ""Berozka"""
546,Jamsa,FI,56.34,scattered clouds,61.8642,25.19,Motel Patalahti
547,Bagdarin,RU,58.98,light rain,54.4333,113.6,Gostevoy Dom Terem
548,Phan Thiet,VN,78.13,overcast clouds,10.9333,108.1,Hotel Saigon-PT
549,Krotoszyn,PL,65.55,overcast clouds,51.6987,17.4374,Comfort
550,Cam Ranh,VN,85.96,broken clouds,11.9214,109.1591,OYO 598 Peony Hotel
551,Tyazhinskiy,RU,61.16,clear sky,56.11600000000001,88.524,Gostinitsa Udacha
552,Peniche,PT,64.72,few clouds,39.3558,-9.3811,Hotel Star inn Peniche
554,Pimenta Bueno,BR,76.3,clear sky,-11.6725,-61.1936,Cristalina Palace Hotel
555,Dalvik,IS,60.73,clear sky,65.9702,-18.5286,Dalvík HI Hostel
558,Okato,NZ,60.42,broken clouds,-39.2,173.8833,Goodin Country Garden
559,Huarmey,PE,64.81,scattered clouds,-10.0681,-78.1522,Hotel Miramar
562,Jatai,BR,66.97,clear sky,-17.8814,-51.7144,La Vitre Hotel
563,Tukrah,LY,78.24,few clouds,32.5341,20.5791,Lokta restaurant
566,Brainerd,US,79.05,haze,46.358000000000004,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
568,Ovre Ardal,NO,53.67,clear sky,61.3167,7.8,Sitla Motel & Apartment
570,Nara,JP,85.98,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
571,Vao,NC,70.34,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
572,Yenagoa,NG,74.32,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
573,Varhaug,NO,55.47,few clouds,58.6147,5.6457,Jonas Bue
574,Sao Gabriel Da Cachoeira,BR,73.02,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
576,Barcelos,PT,62.92,few clouds,41.5388,-8.6151,Hotel Do Terço
577,Pafos,CY,76.91,scattered clouds,34.7667,32.4167,Elysium Hotel
578,Buin,CL,65.73,overcast clouds,-33.7333,-70.75,Paihuen
580,Tiarei,PF,84.22,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
581,Monroe,US,73.78,few clouds,43.1501,-77.6831,"Staybridge Suites Rochester University, an IHG Hotel"
582,Chokwe,MZ,59.65,clear sky,-24.5333,32.9833,Complexo Sonho Real
583,Lasa,IT,64.36,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
584,Sena Madureira,BR,74.21,clear sky,-9.0656,-68.6569,Hotel Central
586,Sehithwa,BW,50.92,clear sky,-20.4667,22.7167,MONLEK GUEST HOUSE
587,Saint-Joseph,RE,68.38,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
588,Igarka,RU,56.12,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
589,Ucluelet,CA,70.05,few clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
590,Hami,CN,86.32,overcast clouds,42.8,93.45,Laoyutang Resort
591,Jintur,IN,73.76,moderate rain,19.6167,76.7,AMOL SALVE SWEET ORANGE FARM
593,Alenquer,BR,80.94,broken clouds,-1.9417,-54.7383,Josilene Castro
594,Cayenne,GF,83.08,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
595,Whitehorse,CA,77.77,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
596,Bilma,NE,95.18,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
597,Pulandian,CN,78.93,overcast clouds,39.3953,121.9669,HR East Hotel
599,Nushki,PK,80.28,clear sky,29.5542,66.0215,Shams hotel
601,Manokwari,ID,80.89,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
602,Ternate,ID,82.15,broken clouds,0.8,127.4,Grand Dafam Bela Ternate
603,Lagunas,PE,74.23,clear sky,-5.2269,-75.6753,Hospedaje Eco
604,La Ronge,CA,70.05,smoke,55.1001,-105.2842,Northland Motor Hotel
605,Acajutla,SV,84.76,few clouds,13.5928,-89.8275,asi es
606,Tomatlan,MX,85.87,scattered clouds,19.9333,-105.25,El Salvial
607,Chauny,FR,66.61,clear sky,49.6151,3.2186,Auberge De Villequier
608,Coralville,US,84.52,broken clouds,41.6764,-91.5805,Heartland Inn
609,Gweta,BW,54.55,clear sky,-20.1833,25.2333,Gweta Lodge
610,Praia,CV,79.34,clear sky,14.9215,-23.5087,LT Aparthotel
611,Kita,ML,75.87,light rain,13.0349,-9.4895,Hôtel Chat Rouge
612,San Quintin,MX,74.35,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
613,Halifax,CA,69.69,mist,44.6453,-63.5724,Hotel Halifax
614,Payakumbuh,ID,68.97,overcast clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
616,Bandarbeyla,SO,78.57,broken clouds,9.4942,50.8122,JABIR HOTEL
617,Nome,US,50.16,scattered clouds,64.5011,-165.4064,Dredge 7 Inn
619,Jiaozuo,CN,73.26,light rain,35.2397,113.2331,Days Hotel and Suites Jiaozuo
620,Limbang,MY,80.71,overcast clouds,4.75,115.0,Purnama Hotel
621,Kudahuvadhoo,MV,82.29,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
622,Suarez,CO,68.88,broken clouds,2.9539999999999997,-76.6964,Hotel Estrella Dorada
623,Karmaskaly,RU,60.71,broken clouds,54.3709,56.1837,Region 102
625,Turukhansk,RU,59.85,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
626,Sohag,EG,93.49,clear sky,26.557,31.6948,Civil Registry - Sohag 1
627,Grenada,ES,75.9,clear sky,37.1882,-3.6067,HOTEL REINA CRISTINA
628,Makushino,RU,62.85,broken clouds,55.2103,67.2442,Cristina Hotel
629,Hearst,CA,71.85,broken clouds,49.6835,-83.6665,Companion
630,El Dorado,US,94.93,clear sky,38.7666,-120.5177,South Fork Group Campground
631,Samarai,PG,78.76,overcast clouds,-10.6167,150.6667,Nuli Sapi
632,Jiaxing,CN,80.62,few clouds,30.7522,120.75,Jiaxing Sunny Hotel
633,Rongcheng,CN,77.77,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
634,Winkler,CA,81.32,overcast clouds,49.1817,-97.941,Quality Inn & Suites
636,Leh,IN,54.19,few clouds,34.1667,77.5833,Hotel Ladakh Greens
637,Bogande,BF,85.93,overcast clouds,12.9714,-0.1436,Auberge Wendkouni
638,Zlotow,PL,57.7,clear sky,53.3635,17.0408,Hotel Zacisze. Centrum wypoczynkowo - konferencyjne
639,Bolshoy Lug,RU,59.18,clear sky,52.0779,104.0919,Metallurg
640,Upata,VE,76.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
641,Nienburg,DE,65.68,scattered clouds,52.6333,9.2167,Hotel Weserschlößchen
642,Tommot,RU,65.37,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
643,Port Hardy,CA,55.58,light intensity shower rain,50.6996,-127.4199,Airport Inn
644,Knyaze-Volkonskoye,RU,84.54,broken clouds,48.4642,135.4567,Obshchezhitiye
645,Kampot,KH,79.56,light rain,10.6167,104.1833,Two Moons Hotel
646,Agadir,MA,70.25,scattered clouds,30.4202,-9.5982,Iberostar Founty Beach
647,Alton,US,88.11,few clouds,38.8906,-90.1843,Best Western Plus Parkway Hotel
648,Sinjai,ID,74.68,overcast clouds,-5.1241,120.25299999999999,Wisma Sandika
649,Lingao,CN,78.89,moderate rain,19.9103,109.6859,Lingao Ditai Inn
651,Hithadhoo,MV,81.66,overcast clouds,-0.6,73.0833,Scoop Guest House
652,Xunchang,CN,76.41,broken clouds,28.4543,104.715,Jiabin Inn
653,Galveston,US,89.19,scattered clouds,29.3669,-94.9669,Comfort Inn & Suites Texas City
654,Palmer,US,76.08,scattered clouds,42.1584,-72.3287,Wedgewood Motel
655,Susangerd,IR,96.82,few clouds,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
656,Bilibino,RU,62.49,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
657,Takab,IR,71.92,clear sky,36.4009,47.1133,مهمانپذیر تخت سلیمان
658,Kehl,DE,66.2,clear sky,48.573,7.8152,Hôtel Suisse
659,Tura,IN,76.03,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
660,Celestun,MX,85.46,scattered clouds,20.8667,-90.4,Posada Lilia
661,Steinbach,DE,64.99,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
663,Ngaoundere,CM,65.03,overcast clouds,7.3167,13.5833,Hotel Mentong Palace
664,Aldama,MX,93.31,scattered clouds,22.9167,-98.0667,CASA CANYE
665,Manzanillo,CU,82.83,scattered clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
666,Nogliki,RU,69.69,broken clouds,51.8333,143.1667,"Hotel ""Nogliki"""
667,Narasannapeta,IN,78.15,light rain,18.4167,84.05,G.lingaraju home
668,Lipari,IT,79.54,clear sky,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
669,Tautira,PF,84.22,scattered clouds,-17.7333,-149.15,Pension Oaoa
670,Baft,IR,69.06,clear sky,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
671,Zhanaozen,KZ,85.64,clear sky,43.3,52.8,K.korabay 28A
672,Hounde,BF,78.82,overcast clouds,11.5,-3.5167,Carrefour où ouvriers dorment
673,Ovalle,CL,59.9,broken clouds,-30.5983,-71.2003,Hotel Altos de Tuqui
675,Fare,PF,78.64,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
676,San Juan,AR,58.06,broken clouds,-31.5375,-68.5364,Hotel Provincial
677,Moose Factory,CA,66.2,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
678,Hobyo,SO,77.22,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
679,Coahuayana,MX,85.84,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
680,Motygino,RU,59.83,light rain,58.1831,94.7592,"Gostinitsa ""Uyut"""
681,Jaciara,BR,72.43,few clouds,-15.9653,-54.9683,Taba Hotel
682,Paraiso,CR,72.46,overcast clouds,9.8383,-83.8656,Rinconcito Verde
684,Husavik,IS,60.71,clear sky,66.0449,-17.3389,Bjarnabúð
685,Ugoofaaru,MV,82.92,overcast clouds,5.6667,73.0,Ungoofaaru Inn
686,Pangody,RU,59.25,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
687,Yazykovo,RU,67.89,overcast clouds,55.2199,56.1353,Children's camp
688,Prince Rupert,CA,57.29,light rain,54.3161,-130.3201,Crest Hotel
689,Skotina,GR,76.5,clear sky,40.0147,22.5515,San Panteleimon Hotel
690,Wyndham,US,85.08,broken clouds,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
691,Maragogi,BR,73.9,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
692,Jardim,BR,65.17,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
693,Brae,GB,53.51,scattered clouds,60.3964,-1.3530000000000002,Busta House Hotel
694,Bonthe,SL,77.72,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
695,Sangar,RU,68.95,broken clouds,63.9242,127.4739,"Holiday Inn Express & Suites Alice, an IHG Hotel"
